timestamp_utc	step	command	exit_code	result	log_path
2026-02-18T20:08:52Z	targeted_no_hardcoded_path_literals	rg -n '"(ledger|state|events|_catalog|orchestration|manifests|locks|snapshots|commits|sequence|quarantine)/[^"\\n]*"' crates/arco-flow/src/orchestration/ledger.rs crates/arco-flow/src/outbox.rs crates/arco-iceberg/src/pointer.rs crates/arco-iceberg/src/events.rs crates/arco-iceberg/src/idempotency.rs crates/arco-api/src/paths.rs crates/arco-api/src/routes/manifests.rs crates/arco-api/src/routes/orchestration.rs	1	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:53Z	targeted_flow_paths_contracts	cargo test -p arco-core --test flow_paths_contracts -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:53Z	targeted_search_anti_entropy_bounded_scan	cargo test -p arco-compactor test_search_anti_entropy_uses_bounded_scan_cursor -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:54Z	targeted_orchestration_schema_contracts	cargo test -p arco-flow --test orchestration_schema_contracts -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:54Z	targeted_property_out_of_order_duplicate	cargo test -p arco-flow --features test-utils --test property_tests compaction_is_out_of_order_and_duplicate_invariant -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:54Z	targeted_property_crash_replay	cargo test -p arco-flow --features test-utils --test property_tests compaction_crash_replay_converges_to_single_pass_state -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:55Z	targeted_orchestration_correctness_suite	cargo test -p arco-flow --test orchestration_correctness_tests -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:58Z	targeted_partial_write_recovery	cargo test -p arco-flow ledger_writer_recovers_after_partial_batch_write_failure -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:59Z	targeted_pointer_cas_race	cargo test -p arco-iceberg test_pointer_store_cas_race_has_single_winner -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:08:59Z	targeted_runbook_gate2_section	rg -n '## Gate 2 Batch 3 Invariant Checks' docs/runbooks/metrics-catalog.md	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:00Z	matrix_fmt_check	cargo fmt --all --check	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:01Z	matrix_clippy_exact	cargo clippy --workspace --all-features -- -D warnings	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:21Z	matrix_test_workspace_all_features_excl_flow_api	cargo test --workspace --all-features --exclude arco-flow --exclude arco-api	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:22Z	matrix_test_flow_tests	cargo test -p arco-flow --tests	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:29Z	matrix_test_flow_test_utils_tests	cargo test -p arco-flow --features test-utils --tests	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:37Z	matrix_test_flow_all_features_tests	cargo test -p arco-flow --all-features --tests	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:42Z	matrix_test_api_all_features_tests	cargo test -p arco-api --all-features --tests	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:57Z	matrix_test_doc_workspace	cargo test --doc --workspace	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:57Z	matrix_cargo_deny	cargo deny check bans licenses sources advisories	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:58Z	matrix_buf_lint	buf lint proto/	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:58Z	matrix_buf_breaking	buf breaking proto/ --against '.git#branch=main,subdir=proto'	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:09:58Z	integrity_gate_tracker_json_valid	jq -e . docs/audits/2026-02-12-prod-readiness/gate-tracker.json >/dev/null	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:14:46Z	targeted_partial_write_recovery_recheck	cargo test -p arco-flow ledger_writer_recovers_after_partial_batch_write_failure -- --nocapture	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
2026-02-18T20:16:51Z	integrity_tsv_paths_placeholders	bash -lc '<gate2 integrity suite: TSV schema, timestamp/exit/result/log_path validation, artifact path existence, placeholder scan>'	0	PASS	release_evidence/2026-02-12-prod-readiness/gate-2/verification-notes.md
